fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1956/57,1957,Sugar,Import Value,28.2,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Sugar,Share of Total Imports,10.4,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Sugar,Import Value,28.5,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Sugar,Share of Total Imports,8.1,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Sugar,Import Value,17.7,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Sugar,Share of Total Imports,4.0,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Cotton textiles,Import Value,16.2,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Cotton textiles,Share of Total Imports,6.0,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Cotton textiles,Import Value,17.6,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Cotton textiles,Share of Total Imports,5.0,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Cotton textiles,Import Value,17.0,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Cotton textiles,Share of Total Imports,3.8,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Silk textiles,Import Value,17.5,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Silk textiles,Share of Total Imports,6.5,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Silk textiles,Import Value,16.7,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Silk textiles,Share of Total Imports,4.8,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Silk textiles,Import Value,19.9,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Silk textiles,Share of Total Imports,4.5,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Woolen textiles,Import Value,8.2,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Woolen textiles,Share of Total Imports,3.0,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Woolen textiles,Import Value,9.6,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Woolen textiles,Share of Total Imports,2.7,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Woolen textiles,Import Value,10.6,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Woolen textiles,Share of Total Imports,2.4,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Tires and tubes,Import Value,8.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Tires and tubes,Share of Total Imports,3.1,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Tires and tubes,Import Value,12.0,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Tires and tubes,Share of Total Imports,3.4,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Tires and tubes,Import Value,15.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Tires and tubes,Share of Total Imports,3.4,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Machinery,Import Value,25.0,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Machinery,Share of Total Imports,9.2,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Machinery,Import Value,31.2,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Machinery,Share of Total Imports,8.9,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Machinery,Import Value,49.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Machinery,Share of Total Imports,11.1,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Chemicals and drugs,Import Value,8.7,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Chemicals and drugs,Share of Total Imports,3.2,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Chemicals and drugs,Import Value,12.6,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Chemicals and drugs,Share of Total Imports,3.6,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Chemicals and drugs,Import Value,18.5,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Chemicals and drugs,Share of Total Imports,4.2,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Iron and steel,Import Value,23.6,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Iron and steel,Share of Total Imports,8.7,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Iron and steel,Import Value,37.1,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Iron and steel,Share of Total Imports,10.6,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Iron and steel,Import Value,50.6,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Iron and steel,Share of Total Imports,11.4,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Tea,Import Value,12.5,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Tea,Share of Total Imports,4.6,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Tea,Import Value,21.8,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
