fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1955/56,1956,Oil Revenue by Allocation (Accrual Basis),Total,48.0,million US dollars,6 months (footnote 1/). Budget and B.P.C. shown as nil (dash) in source.,IRN,wb1960-table1-oil-revenues
1955/56,1956,Oil Revenue by Allocation (Accrual Basis),Budget,,million US dollars,6 months (footnote 1/). Budget and B.P.C. shown as nil (dash) in source.,IRN,wb1960-table1-oil-revenues
1955/56,1956,Oil Revenue by Allocation (Accrual Basis),NIOC,24.5,million US dollars,6 months (footnote 1/). Budget and B.P.C. shown as nil (dash) in source.,IRN,wb1960-table1-oil-revenues
1955/56,1956,Oil Revenue by Allocation (Accrual Basis),Plan Organization,23.5,million US dollars,6 months (footnote 1/). Budget and B.P.C. shown as nil (dash) in source.,IRN,wb1960-table1-oil-revenues
1955/56,1956,Oil Revenue by Allocation (Accrual Basis),B.P.C.,,million US dollars,6 months (footnote 1/). Budget and B.P.C. shown as nil (dash) in source.,IRN,wb1960-table1-oil-revenues
1956/57,1957,Oil Revenue by Allocation (Accrual Basis),Total,140.7,million US dollars,,IRN,wb1960-table1-oil-revenues
1956/57,1957,Oil Revenue by Allocation (Accrual Basis),Budget,35.3,million US dollars,,IRN,wb1960-table1-oil-revenues
1956/57,1957,Oil Revenue by Allocation (Accrual Basis),NIOC,30.4,million US dollars,,IRN,wb1960-table1-oil-revenues
1956/57,1957,Oil Revenue by Allocation (Accrual Basis),Plan Organization,72.6,million US dollars,,IRN,wb1960-table1-oil-revenues
1956/57,1957,Oil Revenue by Allocation (Accrual Basis),B.P.C.,2.4,million US dollars,,IRN,wb1960-table1-oil-revenues
1957/58,1958,Oil Revenue by Allocation (Accrual Basis),Total,208.0,million US dollars,,IRN,wb1960-table1-oil-revenues
1957/58,1958,Oil Revenue by Allocation (Accrual Basis),Budget,72.1,million US dollars,,IRN,wb1960-table1-oil-revenues
1957/58,1958,Oil Revenue by Allocation (Accrual Basis),NIOC,24.0,million US dollars,,IRN,wb1960-table1-oil-revenues
1957/58,1958,Oil Revenue by Allocation (Accrual Basis),Plan Organization,100.3,million US dollars,,IRN,wb1960-table1-oil-revenues
1957/58,1958,Oil Revenue by Allocation (Accrual Basis),B.P.C.,11.6,million US dollars,,IRN,wb1960-table1-oil-revenues
1958/59,1959,Oil Revenue by Allocation (Accrual Basis),Total,244.9,million US dollars,Plan Organization figure includes $27.1 million for underpayments in previous years (footnote 2/).,IRN,wb1960-table1-oil-revenues
1958/59,1959,Oil Revenue by Allocation (Accrual Basis),Budget,83.3,million US dollars,Plan Organization figure includes $27.1 million for underpayments in previous years (footnote 2/).,IRN,wb1960-table1-oil-revenues
1958/59,1959,Oil Revenue by Allocation (Accrual Basis),NIOC,24.0,million US dollars,Plan Organization figure includes $27.1 million for underpayments in previous years (footnote 2/).,IRN,wb1960-table1-oil-revenues
1958/59,1959,Oil Revenue by Allocation (Accrual Basis),Plan Organization,130.6,million US dollars,Plan Organization figure includes $27.1 million for underpayments in previous years (footnote 2/).,IRN,wb1960-table1-oil-revenues
1958/59,1959,Oil Revenue by Allocation (Accrual Basis),B.P.C.,7.0,million US dollars,Plan Organization figure includes $27.1 million for underpayments in previous years (footnote 2/).,IRN,wb1960-table1-oil-revenues
Sub-total (actuals),,Oil Revenue by Allocation (Accrual Basis),Total,641.6,million US dollars,Budget and NIOC sub-totals not given in source table (blank cells). [actual_subtotal],IRN,wb1960-table1-oil-revenues
Sub-total (actuals),,Oil Revenue by Allocation (Accrual Basis),Budget,,million US dollars,Budget and NIOC sub-totals not given in source table (blank cells). [actual_subtotal],IRN,wb1960-table1-oil-revenues
Sub-total (actuals),,Oil Revenue by Allocation (Accrual Basis),NIOC,,million US dollars,Budget and NIOC sub-totals not given in source table (blank cells). [actual_subtotal],IRN,wb1960-table1-oil-revenues
Sub-total (actuals),,Oil Revenue by Allocation (Accrual Basis),Plan Organization,327.0,million US dollars,Budget and NIOC sub-totals not given in source table (blank cells). [actual_subtotal],IRN,wb1960-table1-oil-revenues
Sub-total (actuals),,Oil Revenue by Allocation (Accrual Basis),B.P.C.,21.0,million US dollars,Budget and NIOC sub-totals not given in source table (blank cells). [actual_subtotal],IRN,wb1960-table1-oil-revenues
1959/60,1960,Oil Revenue by Allocation (Accrual Basis),Total,260,million US dollars,Estimates by Plan Organization based on Government's statement to Bank of March 16 1959 on distribution of oil revenues (footnote 3/). [estimate],IRN,wb1960-table1-oil-revenues
1959/60,1960,Oil Revenue by Allocation (Accrual Basis),Budget,103,million US dollars,Estimates by Plan Organization based on Government's statement to Bank of March 16 1959 on distribution of oil revenues (footnote 3/). [estimate],IRN,wb1960-table1-oil-revenues
1959/60,1960,Oil Revenue by Allocation (Accrual Basis),NIOC,20,million US dollars,Estimates by Plan Organization based on Government's statement to Bank of March 16 1959 on distribution of oil revenues (footnote 3/). [estimate],IRN,wb1960-table1-oil-revenues
