fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1964,1964,Domestic Consumption of Oil Products,Fuel Oil,1247,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1964,1964,Domestic Consumption of Oil Products,Gas Oil,1117,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1964,1964,Domestic Consumption of Oil Products,Kerosene,1188,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1964,1964,Domestic Consumption of Oil Products,Gasoline,612,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1964,1964,Domestic Consumption of Oil Products,Other Products (incl. Liquid Gas),310,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1964,1964,Domestic Consumption of Oil Products,Total,4474,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1965,1965,Domestic Consumption of Oil Products,Fuel Oil,1417,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1965,1965,Domestic Consumption of Oil Products,Gas Oil,1319,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1965,1965,Domestic Consumption of Oil Products,Kerosene,2216,1000 metric tons,"1965 kerosene value (2,216) is a genuine printed anomaly vs 1964 (1,188) and 1966 (1,266), double-checked against the source image, not a transcription artifact",IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1965,1965,Domestic Consumption of Oil Products,Gasoline,591,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1965,1965,Domestic Consumption of Oil Products,Other Products (incl. Liquid Gas),409,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1965,1965,Domestic Consumption of Oil Products,Total,4952,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1966,1966,Domestic Consumption of Oil Products,Fuel Oil,1638,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1966,1966,Domestic Consumption of Oil Products,Gas Oil,1557,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1966,1966,Domestic Consumption of Oil Products,Kerosene,1266,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1966,1966,Domestic Consumption of Oil Products,Gasoline,662,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1966,1966,Domestic Consumption of Oil Products,Other Products (incl. Liquid Gas),506,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1966,1966,Domestic Consumption of Oil Products,Total,5629,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1967,1967,Domestic Consumption of Oil Products,Fuel Oil,1852,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1967,1967,Domestic Consumption of Oil Products,Gas Oil,1808,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1967,1967,Domestic Consumption of Oil Products,Kerosene,1496,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1967,1967,Domestic Consumption of Oil Products,Gasoline,706,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1967,1967,Domestic Consumption of Oil Products,Other Products (incl. Liquid Gas),611,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1967,1967,Domestic Consumption of Oil Products,Total,6473,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1968,1968,Domestic Consumption of Oil Products,Fuel Oil,2133,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1968,1968,Domestic Consumption of Oil Products,Gas Oil,2042,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1968,1968,Domestic Consumption of Oil Products,Kerosene,1647,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1968,1968,Domestic Consumption of Oil Products,Gasoline,780,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1968,1968,Domestic Consumption of Oil Products,Other Products (incl. Liquid Gas),551,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1968,1968,Domestic Consumption of Oil Products,Total,7153,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1969,1969,Domestic Consumption of Oil Products,Fuel Oil,2332,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1969,1969,Domestic Consumption of Oil Products,Gas Oil,2196,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1969,1969,Domestic Consumption of Oil Products,Kerosene,1933,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1969,1969,Domestic Consumption of Oil Products,Gasoline,883,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1969,1969,Domestic Consumption of Oil Products,Other Products (incl. Liquid Gas),689,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
1969,1969,Domestic Consumption of Oil Products,Total,8033,1000 metric tons,,IRN,wb1971-table8.8-domestic-consumption-of-oil-products
