country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1961,20000,metric tons,sulfur_all_forms_refined_from_ores_elemental_byproduct,Sulfur (all forms - refined from ores + elemental byproduct),usgs-minerals-yearbook:MYB1965v4,flag=estimate
IRN,Iran,1962,15000,metric tons,sulfur_all_forms_refined_from_ores_elemental_byproduct,Sulfur (all forms - refined from ores + elemental byproduct),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1963,20000,metric tons,sulfur_all_forms_refined_from_ores_elemental_byproduct,Sulfur (all forms - refined from ores + elemental byproduct),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1964,105000,metric tons,sulfur_all_forms_refined_from_ores_elemental_byproduct,Sulfur (all forms - refined from ores + elemental byproduct),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1965,110000,metric tons,sulfur_all_forms_refined_from_ores_elemental_byproduct,Sulfur (all forms - refined from ores + elemental byproduct),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1973,616,thousand metric tons,sulfur_total_refined_elemental_byproduct,Sulfur total (refined + elemental byproduct),usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1974,625,thousand metric tons,sulfur_total_refined_elemental_byproduct,Sulfur total (refined + elemental byproduct),usgs-minerals-yearbook:MYB1975v3,flag=estimate
IRN,Iran,1975,507,thousand metric tons,sulfur_total_refined_elemental_byproduct,Sulfur total (refined + elemental byproduct),usgs-minerals-yearbook:MYB1975v3,flag=estimate
IRN,Iran,1976,587,thousand metric tons,sulfur_total_native_byproduct_of_petroleum_gas,Sulfur total (native + byproduct of petroleum/gas),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,588,thousand metric tons,sulfur_total_native_byproduct_of_petroleum_gas,Sulfur total (native + byproduct of petroleum/gas),usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1978,450,thousand metric tons,sulfur_total_native_byproduct_of_petroleum_gas,Sulfur total (native + byproduct of petroleum/gas),usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1979,275,thousand metric tons,sulfur_total_native_byproduct_of_petroleum_gas,Sulfur total (native + byproduct of petroleum/gas),usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1980,220,thousand metric tons,sulfur_total_native_byproduct_of_petroleum_gas,Sulfur total (native + byproduct of petroleum/gas),usgs-minerals-yearbook:MYB1980v3,flag=estimate
