country_iso3,country_name,indicator_id,indicator_label,year,value,unit,source_dataset
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1960,21.139251024747622,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1961,16.605998857977283,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1962,14.310116694314493,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1963,16.0176179468354,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1964,15.96785971392895,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1965,15.128875236540226,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1966,15.950369786063229,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1967,18.426674455440814,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1968,20.41522142763355,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1969,20.878087360457183,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1970,22.996168039287816,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1971,18.02169837354118,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1972,22.672962053018672,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1973,23.26092822411132,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1974,26.076379258323858,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1975,22.16232109787583,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1976,19.054320046697107,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1977,22.472305973534148,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1978,24.54096738095344,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1979,25.867690551581003,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1980,24.955734412606827,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1981,23.411557546830764,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1982,21.242878389200325,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1983,21.02593844186684,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1984,21.97477620998331,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1985,17.303362865221487,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1986,19.58474073777306,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1987,22.052618901694217,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1988,25.147605481622882,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1989,20.104656319496062,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1990,11.481094677285926,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1991,10.556777560924456,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1992,13.69143719277422,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1993,19.218623340467403,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1994,20.770288999378497,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1995,20.141271374549838,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1996,22.69048014925606,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1997,26.47018462809748,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1998,28.650684859336025,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1999,31.44367758524,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2000,31.84862105863487,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2001,27.13925159124552,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2002,27.92706955019515,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2003,30.104057226539897,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2004,28.32564646526418,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2005,28.66331028038283,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2006,28.049611929700685,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2007,27.864316427147216,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2008,23.493673158061885,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2009,25.322738465662407,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2010,25.440602595230278,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2011,24.387123993812807,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2012,27.175645273220795,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2013,27.196242407447123,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2014,25.82170184518221,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2015,27.6908850429799,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2016,28.372303100950447,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2017,28.495280166665793,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2018,30.410756483318174,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2019,26.18303895185991,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2020,34.50526316921519,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2021,30.73095442888804,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2022,32.19183572100482,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2023,35.82185199136983,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2024,26.333931038792098,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2025,26.27759010884656,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1960,16.36986758334477,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1961,17.039351846679537,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1962,20.197579293873595,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1963,22.95472758529777,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1964,24.401058318248943,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1965,24.349927413285812,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1966,25.393814374432527,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1967,27.191066968835685,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1968,27.52120746236401,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1969,28.678699793463835,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
IRN,Iran,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),1970,30.029445993953434,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
