country_iso3,country_name,indicator_id,indicator_label,year,value,unit,source_dataset
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1960,10.79775,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1961,11.81004,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1962,10.22821,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1963,9.902517,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1964,9.402677,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1965,8.923754,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1966,9.729892,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1967,9.581871,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1968,12.14754,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1969,13.05338,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1970,14.20597,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1971,17.42097,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1972,16.55486,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.01,Private credit by deposit money banks to GDP (%),1973,15.64826,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
