country_iso3,country_name,indicator_id,indicator_label,year,value,unit,source_dataset
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1990,10.325440448743246,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1991,11.205540934517217,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1992,11.801109921704827,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1993,14.281856118583363,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1994,14.900792417650715,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1995,15.51123069157187,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1996,15.165547644265704,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1997,15.014221861032102,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1998,15.098800544910365,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1999,16.743685697456645,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2000,16.83288837673676,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2001,16.99235290341249,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2002,19.677170644315055,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2003,19.83730298809953,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2004,16.87634163655274,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2014,24.56978085758058,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2015,25.00839323470482,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2016,26.179916483246917,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2017,24.282532041997896,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2018,22.67094305121709,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2019,22.036484568694267,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2020,25.84054525383911,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2021,22.896790387781124,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2022,21.865226929081974,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),2023,21.008789258880036,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1972,16.008358669650914,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1973,16.204678334400636,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1974,16.408842103830807,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1975,17.3014004950535,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1976,17.603361027111767,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1977,19.19620957761883,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1978,20.966330257180267,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1979,22.54301025156553,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1980,23.107413590579657,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1981,23.47821442222113,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1982,26.2955140715127,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ESP,Spain,GC.XPN.TOTL.GD.ZS,Expense (% of GDP),1983,26.946937793881524,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
