country_iso3,country_name,indicator_id,indicator_label,year,value,unit,source_dataset
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1960,10.797746926309939,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1961,11.810042509102978,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1962,10.228214555280521,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1963,9.902517499151935,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1964,9.402676974404153,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1965,8.92375356887832,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1966,9.729891892436902,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1967,9.581870716829224,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1968,12.147543083462207,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1969,13.053375109777962,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1970,14.205966125719465,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1971,17.42097509442314,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1972,16.554861181569187,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1973,15.648260805311251,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1974,17.94668454837583,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1975,15.35900392364418,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1976,11.833221321307793,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),1977,15.269192224964033,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
