country_iso3,country_name,indicator_id,indicator_label,year,value,unit,source_dataset
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1990,0.2675186,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1991,0.2211054,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1992,0.2917548,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1993,0.350505,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1994,0.3686438,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1995,0.465925,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1996,0.4325657,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1997,0.4751533,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1998,0.6012837,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),1999,0.6952032,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2000,0.8880063,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2001,1.047798,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2002,1.080937,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2003,0.6472548,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2004,0.6569899,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2005,0.7452165,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2006,0.6335518,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2007,0.6238543,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2008,0.5495203,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2009,0.4409539,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2010,0.3427416,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2011,0.3504897,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2012,0.3999306,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2013,0.4116948,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2014,0.403086,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2015,0.4138435,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2016,0.4212868,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2017,0.3847173,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2018,0.3319882,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2019,0.28278,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ARG,Argentina,GFDD.DI.09,Life insurance premium volume to GDP (%),2020,0.3308879,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ESP,Spain,GFDD.DI.09,Life insurance premium volume to GDP (%),1990,0.4896182,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ESP,Spain,GFDD.DI.09,Life insurance premium volume to GDP (%),1991,0.5979654,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
ESP,Spain,GFDD.DI.09,Life insurance premium volume to GDP (%),1992,0.6655952,%,worldbank-gfdd/comparators-monetary-prices-2026-07-14
