country_iso3,country_name,indicator_id,indicator_label,year,value,unit,source_dataset
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1960,8.060289959076433,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1961,4.676057440152448,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1962,5.254862523813846,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1963,6.430718535305839,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1964,6.815549877896503,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1965,6.080604176003136,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1966,6.619652945623739,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1967,7.707971619665751,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1968,7.2842028810084765,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1969,6.252456985355829,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1970,7.665389346429271,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1971,6.6079560702984335,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1972,5.758212584893631,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1973,10.78461217663343,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
