country_iso3,country_name,indicator_id,indicator_label,year,value,unit,source_dataset
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1990,10.387539633905362,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1991,11.162091035774552,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1992,12.280641147650911,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1993,15.099555625285449,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1994,14.863851771286512,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1995,14.026297151416445,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1996,13.040835054965145,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1997,13.600299120054359,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1998,13.756126687478517,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",1999,14.01113842615943,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2000,14.177610253207426,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2001,13.77750196085364,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2002,14.056113634909465,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2003,17.199701951355312,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2004,16.734777769666508,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2005,16.621657516102665,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2006,17.201755160305186,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2007,17.930072998700407,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2008,18.971734152218062,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2009,20.13602102797831,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2010,21.241316426753677,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2011,20.19640807428102,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2012,21.18223460486703,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2013,21.565282964359568,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2014,22.332294370501444,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2015,22.149080304016415,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2016,21.25670130713878,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2017,19.337123974458244,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2018,17.702448871729196,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2019,17.78889905044549,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
ARG,Argentina,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",2020,17.47773227830929,% of GDP,"worldbank-wdi (data/processed/macro_wdi.csv, already-harmonized, no re-download)"
