Downloaded from wid.world on 12-07-2026 at 18:24:16
Country;Year;Percentile;Variable;Value;DataQuality
RU;1700;p90p100;sptinc992j;;
RU;1700;p0p100;anninc999i;;
RU;1700;p90p100;shweal992j;;
RU;1700;p99p100;sptinc999j;;
RU;1700;p99p100;sptinc992j;;
RU;1700;p99p100;shweal999j;;
RU;1700;p99p100;shweal992j;;
RU;1700;p90p100;shweal999j;;
RU;1700;p0p100;anninc992i;;
RU;1700;p90p100;sptinc999j;;
RU;1701;p90p100;sptinc992j;;
RU;1701;p0p100;anninc999i;;
RU;1701;p90p100;shweal992j;;
RU;1701;p99p100;sptinc999j;;
RU;1701;p99p100;sptinc992j;;
RU;1701;p99p100;shweal999j;;
RU;1701;p99p100;shweal992j;;
RU;1701;p90p100;shweal999j;;
RU;1701;p0p100;anninc992i;;
RU;1701;p90p100;sptinc999j;;
RU;1702;p90p100;sptinc992j;;
RU;1702;p0p100;anninc999i;;
RU;1702;p90p100;shweal992j;;
RU;1702;p99p100;sptinc999j;;
RU;1702;p99p100;sptinc992j;;
RU;1702;p99p100;shweal999j;;
RU;1702;p99p100;shweal992j;;
RU;1702;p90p100;shweal999j;;
RU;1702;p0p100;anninc992i;;
RU;1702;p90p100;sptinc999j;;
RU;1703;p90p100;sptinc992j;;
RU;1703;p0p100;anninc999i;;
RU;1703;p90p100;shweal992j;;
RU;1703;p99p100;sptinc999j;;
RU;1703;p99p100;sptinc992j;;
RU;1703;p99p100;shweal999j;;
RU;1703;p99p100;shweal992j;;
RU;1703;p90p100;shweal999j;;
RU;1703;p0p100;anninc992i;;
RU;1703;p90p100;sptinc999j;;
RU;1704;p90p100;sptinc992j;;
RU;1704;p0p100;anninc999i;;
RU;1704;p90p100;shweal992j;;
RU;1704;p99p100;sptinc999j;;
RU;1704;p99p100;sptinc992j;;
RU;1704;p99p100;shweal999j;;
RU;1704;p99p100;shweal992j;;
RU;1704;p90p100;shweal999j;;
RU;1704;p0p100;anninc992i;;
RU;1704;p90p100;sptinc999j;;
RU;1705;p90p100;sptinc992j;;
RU;1705;p0p100;anninc999i;;
RU;1705;p90p100;shweal992j;;
RU;1705;p99p100;sptinc999j;;
RU;1705;p99p100;sptinc992j;;
RU;1705;p99p100;shweal999j;;
RU;1705;p99p100;shweal992j;;
RU;1705;p90p100;shweal999j;;
RU;1705;p0p100;anninc992i;;
RU;1705;p90p100;sptinc999j;;
RU;1706;p90p100;sptinc992j;;
RU;1706;p0p100;anninc999i;;
RU;1706;p90p100;shweal992j;;
RU;1706;p99p100;sptinc999j;;
RU;1706;p99p100;sptinc992j;;
RU;1706;p99p100;shweal999j;;
RU;1706;p99p100;shweal992j;;
RU;1706;p90p100;shweal999j;;
RU;1706;p0p100;anninc992i;;
RU;1706;p90p100;sptinc999j;;
RU;1707;p90p100;sptinc992j;;
RU;1707;p0p100;anninc999i;;
RU;1707;p90p100;shweal992j;;
RU;1707;p99p100;sptinc999j;;
RU;1707;p99p100;sptinc992j;;
RU;1707;p99p100;shweal999j;;
RU;1707;p99p100;shweal992j;;
RU;1707;p90p100;shweal999j;;
RU;1707;p0p100;anninc992i;;
RU;1707;p90p100;sptinc999j;;
RU;1708;p90p100;sptinc992j;;
RU;1708;p0p100;anninc999i;;
RU;1708;p90p100;shweal992j;;
RU;1708;p99p100;sptinc999j;;
RU;1708;p99p100;sptinc992j;;
RU;1708;p99p100;shweal999j;;
RU;1708;p99p100;shweal992j;;
RU;1708;p90p100;shweal999j;;
RU;1708;p0p100;anninc992i;;
RU;1708;p90p100;sptinc999j;;
RU;1709;p90p100;sptinc992j;;
RU;1709;p0p100;anninc999i;;
RU;1709;p90p100;shweal992j;;
RU;1709;p99p100;sptinc999j;;
RU;1709;p99p100;sptinc992j;;
RU;1709;p99p100;shweal999j;;
RU;1709;p99p100;shweal992j;;
RU;1709;p90p100;shweal999j;;
RU;1709;p0p100;anninc992i;;
RU;1709;p90p100;sptinc999j;;
RU;1710;p90p100;sptinc992j;;
RU;1710;p0p100;anninc999i;;
RU;1710;p90p100;shweal992j;;
RU;1710;p99p100;sptinc999j;;
RU;1710;p99p100;sptinc992j;;
RU;1710;p99p100;shweal999j;;
RU;1710;p99p100;shweal992j;;
RU;1710;p90p100;shweal999j;;
RU;1710;p0p100;anninc992i;;
RU;1710;p90p100;sptinc999j;;
RU;1711;p90p100;sptinc992j;;
RU;1711;p0p100;anninc999i;;
RU;1711;p90p100;shweal992j;;
RU;1711;p99p100;sptinc999j;;
RU;1711;p99p100;sptinc992j;;
RU;1711;p99p100;shweal999j;;
RU;1711;p99p100;shweal992j;;
RU;1711;p90p100;shweal999j;;
RU;1711;p0p100;anninc992i;;
RU;1711;p90p100;sptinc999j;;
RU;1712;p90p100;sptinc992j;;
RU;1712;p0p100;anninc999i;;
RU;1712;p90p100;shweal992j;;
RU;1712;p99p100;sptinc999j;;
RU;1712;p99p100;sptinc992j;;
RU;1712;p99p100;shweal999j;;
RU;1712;p99p100;shweal992j;;
RU;1712;p90p100;shweal999j;;
RU;1712;p0p100;anninc992i;;
RU;1712;p90p100;sptinc999j;;
RU;1713;p90p100;sptinc992j;;
RU;1713;p0p100;anninc999i;;
RU;1713;p90p100;shweal992j;;
RU;1713;p99p100;sptinc999j;;
RU;1713;p99p100;sptinc992j;;
RU;1713;p99p100;shweal999j;;
RU;1713;p99p100;shweal992j;;
RU;1713;p90p100;shweal999j;;
RU;1713;p0p100;anninc992i;;
RU;1713;p90p100;sptinc999j;;
RU;1714;p90p100;sptinc992j;;
RU;1714;p0p100;anninc999i;;
RU;1714;p90p100;shweal992j;;
RU;1714;p99p100;sptinc999j;;
RU;1714;p99p100;sptinc992j;;
RU;1714;p99p100;shweal999j;;
RU;1714;p99p100;shweal992j;;
RU;1714;p90p100;shweal999j;;
RU;1714;p0p100;anninc992i;;
RU;1714;p90p100;sptinc999j;;
RU;1715;p90p100;sptinc992j;;
RU;1715;p0p100;anninc999i;;
RU;1715;p90p100;shweal992j;;
RU;1715;p99p100;sptinc999j;;
RU;1715;p99p100;sptinc992j;;
RU;1715;p99p100;shweal999j;;
RU;1715;p99p100;shweal992j;;
RU;1715;p90p100;shweal999j;;
RU;1715;p0p100;anninc992i;;
RU;1715;p90p100;sptinc999j;;
RU;1716;p90p100;sptinc992j;;
RU;1716;p0p100;anninc999i;;
RU;1716;p90p100;shweal992j;;
RU;1716;p99p100;sptinc999j;;
RU;1716;p99p100;sptinc992j;;
RU;1716;p99p100;shweal999j;;
RU;1716;p99p100;shweal992j;;
RU;1716;p90p100;shweal999j;;
RU;1716;p0p100;anninc992i;;
RU;1716;p90p100;sptinc999j;;
RU;1717;p90p100;sptinc992j;;
RU;1717;p0p100;anninc999i;;
RU;1717;p90p100;shweal992j;;
RU;1717;p99p100;sptinc999j;;
RU;1717;p99p100;sptinc992j;;
RU;1717;p99p100;shweal999j;;
RU;1717;p99p100;shweal992j;;
RU;1717;p90p100;shweal999j;;
RU;1717;p0p100;anninc992i;;
RU;1717;p90p100;sptinc999j;;
RU;1718;p90p100;sptinc992j;;
RU;1718;p0p100;anninc999i;;
RU;1718;p90p100;shweal992j;;
RU;1718;p99p100;sptinc999j;;
RU;1718;p99p100;sptinc992j;;
RU;1718;p99p100;shweal999j;;
RU;1718;p99p100;shweal992j;;
RU;1718;p90p100;shweal999j;;
RU;1718;p0p100;anninc992i;;
RU;1718;p90p100;sptinc999j;;
RU;1719;p90p100;sptinc992j;;
RU;1719;p0p100;anninc999i;;
RU;1719;p90p100;shweal992j;;
RU;1719;p99p100;sptinc999j;;
RU;1719;p99p100;sptinc992j;;
RU;1719;p99p100;shweal999j;;
RU;1719;p99p100;shweal992j;;
RU;1719;p90p100;shweal999j;;
RU;1719;p0p100;anninc992i;;
RU;1719;p90p100;sptinc999j;;
RU;1720;p90p100;sptinc992j;;
RU;1720;p0p100;anninc999i;;
RU;1720;p90p100;shweal992j;;
RU;1720;p99p100;sptinc999j;;
RU;1720;p99p100;sptinc992j;;
RU;1720;p99p100;shweal999j;;
RU;1720;p99p100;shweal992j;;
RU;1720;p90p100;shweal999j;;
RU;1720;p0p100;anninc992i;;
RU;1720;p90p100;sptinc999j;;
RU;1721;p90p100;sptinc992j;;
RU;1721;p0p100;anninc999i;;
RU;1721;p90p100;shweal992j;;
RU;1721;p99p100;sptinc999j;;
RU;1721;p99p100;sptinc992j;;
RU;1721;p99p100;shweal999j;;
RU;1721;p99p100;shweal992j;;
RU;1721;p90p100;shweal999j;;
RU;1721;p0p100;anninc992i;;
RU;1721;p90p100;sptinc999j;;
RU;1722;p90p100;sptinc992j;;
RU;1722;p0p100;anninc999i;;
RU;1722;p90p100;shweal992j;;
RU;1722;p99p100;sptinc999j;;
RU;1722;p99p100;sptinc992j;;
RU;1722;p99p100;shweal999j;;
RU;1722;p99p100;shweal992j;;
RU;1722;p90p100;shweal999j;;
RU;1722;p0p100;anninc992i;;
RU;1722;p90p100;sptinc999j;;
RU;1723;p90p100;sptinc992j;;
RU;1723;p0p100;anninc999i;;
RU;1723;p90p100;shweal992j;;
RU;1723;p99p100;sptinc999j;;
RU;1723;p99p100;sptinc992j;;
RU;1723;p99p100;shweal999j;;
RU;1723;p99p100;shweal992j;;
RU;1723;p90p100;shweal999j;;
RU;1723;p0p100;anninc992i;;
RU;1723;p90p100;sptinc999j;;
RU;1724;p90p100;sptinc992j;;
RU;1724;p0p100;anninc999i;;
RU;1724;p90p100;shweal992j;;
RU;1724;p99p100;sptinc999j;;
RU;1724;p99p100;sptinc992j;;
RU;1724;p99p100;shweal999j;;
RU;1724;p99p100;shweal992j;;
RU;1724;p90p100;shweal999j;;
RU;1724;p0p100;anninc992i;;
RU;1724;p90p100;sptinc999j;;
RU;1725;p90p100;sptinc992j;;
RU;1725;p0p100;anninc999i;;
RU;1725;p90p100;shweal992j;;
RU;1725;p99p100;sptinc999j;;
RU;1725;p99p100;sptinc992j;;
RU;1725;p99p100;shweal999j;;
RU;1725;p99p100;shweal992j;;
RU;1725;p90p100;shweal999j;;
RU;1725;p0p100;anninc992i;;
RU;1725;p90p100;sptinc999j;;
RU;1726;p90p100;sptinc992j;;
RU;1726;p0p100;anninc999i;;
RU;1726;p90p100;shweal992j;;
RU;1726;p99p100;sptinc999j;;
RU;1726;p99p100;sptinc992j;;
RU;1726;p99p100;shweal999j;;
RU;1726;p99p100;shweal992j;;
RU;1726;p90p100;shweal999j;;
RU;1726;p0p100;anninc992i;;
RU;1726;p90p100;sptinc999j;;
RU;1727;p90p100;sptinc992j;;
RU;1727;p0p100;anninc999i;;
RU;1727;p90p100;shweal992j;;
RU;1727;p99p100;sptinc999j;;
RU;1727;p99p100;sptinc992j;;
RU;1727;p99p100;shweal999j;;
RU;1727;p99p100;shweal992j;;
RU;1727;p90p100;shweal999j;;
RU;1727;p0p100;anninc992i;;
RU;1727;p90p100;sptinc999j;;
RU;1728;p90p100;sptinc992j;;
RU;1728;p0p100;anninc999i;;
RU;1728;p90p100;shweal992j;;
RU;1728;p99p100;sptinc999j;;
RU;1728;p99p100;sptinc992j;;
RU;1728;p99p100;shweal999j;;
RU;1728;p99p100;shweal992j;;
RU;1728;p90p100;shweal999j;;
RU;1728;p0p100;anninc992i;;
RU;1728;p90p100;sptinc999j;;
RU;1729;p90p100;sptinc992j;;
RU;1729;p0p100;anninc999i;;
RU;1729;p90p100;shweal992j;;
RU;1729;p99p100;sptinc999j;;
RU;1729;p99p100;sptinc992j;;
RU;1729;p99p100;shweal999j;;
RU;1729;p99p100;shweal992j;;
RU;1729;p90p100;shweal999j;;
RU;1729;p0p100;anninc992i;;
RU;1729;p90p100;sptinc999j;;
RU;1730;p90p100;sptinc992j;;
RU;1730;p0p100;anninc999i;;
RU;1730;p90p100;shweal992j;;
RU;1730;p99p100;sptinc999j;;
RU;1730;p99p100;sptinc992j;;
RU;1730;p99p100;shweal999j;;
RU;1730;p99p100;shweal992j;;
RU;1730;p90p100;shweal999j;;
RU;1730;p0p100;anninc992i;;
RU;1730;p90p100;sptinc999j;;
RU;1731;p90p100;sptinc992j;;
RU;1731;p0p100;anninc999i;;
RU;1731;p90p100;shweal992j;;
RU;1731;p99p100;sptinc999j;;
RU;1731;p99p100;sptinc992j;;
RU;1731;p99p100;shweal999j;;
RU;1731;p99p100;shweal992j;;
RU;1731;p90p100;shweal999j;;
RU;1731;p0p100;anninc992i;;
RU;1731;p90p100;sptinc999j;;
RU;1732;p90p100;sptinc992j;;
RU;1732;p0p100;anninc999i;;
RU;1732;p90p100;shweal992j;;
RU;1732;p99p100;sptinc999j;;
RU;1732;p99p100;sptinc992j;;
RU;1732;p99p100;shweal999j;;
RU;1732;p99p100;shweal992j;;
RU;1732;p90p100;shweal999j;;
RU;1732;p0p100;anninc992i;;
RU;1732;p90p100;sptinc999j;;
RU;1733;p90p100;sptinc992j;;
RU;1733;p0p100;anninc999i;;
RU;1733;p90p100;shweal992j;;
RU;1733;p99p100;sptinc999j;;
RU;1733;p99p100;sptinc992j;;
RU;1733;p99p100;shweal999j;;
RU;1733;p99p100;shweal992j;;
RU;1733;p90p100;shweal999j;;
RU;1733;p0p100;anninc992i;;
RU;1733;p90p100;sptinc999j;;
RU;1734;p90p100;sptinc992j;;
RU;1734;p0p100;anninc999i;;
RU;1734;p90p100;shweal992j;;
RU;1734;p99p100;sptinc999j;;
RU;1734;p99p100;sptinc992j;;
RU;1734;p99p100;shweal999j;;
