country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,2002,,,mission_concluding_statement,Mission concluding statement,"IMF - 'Islamic Republic of Iran -- 2002 Article IV Consultation, Concluding Statement of the IMF Mission'",2002 (2002-06-26 to 2002-07-11 (mission)),"IMF mission visited Tehran 26 June-11 July 2002. Mission commended Iranian authorities for the March 2002 exchange-rate unification (merging the official and parallel/market rates into a single managed rate) and the smooth transition, which enhanced business confidence and reform credibility."
IRN,Iran,2004,,,mission_concluding_statement,Mission concluding statement,IMF - 'Statement by IMF 2004 Article IV Consultation Mission to the Islamic Republic of Iran' / IMF Country Report 04/308,"2004 (2004 (mission, exact date not captured this round))","Mission led by Abdelali Jbili (Assistant Director, Middle East and Central Asia Dept). Findings: real GDP growth high and broad-based in 2003-04; unemployment declined; gross international reserves rose to over 6 months of import cover; external current-account surplus narrowed vs. prior year; inflation ~15%."
IRN,Iran,2006,,,public_information_notice,Public Information Notice,IMF - Public Information Notice PN/07/29,"2006 (2007-02 (Executive Board conclusion, per PN 07/29))",Executive Board concluded the 2006 Article IV Consultation with Iran (headline findings not captured in this round's search snippets -- see PN for full text).
IRN,Iran,2011,,,executive_board_conclusion,Executive Board conclusion,IMF - Public Information Notice PN/11/107,2011 (2011-07-20),Executive Board concluded the 2011 Article IV Consultation with Iran on 20 July 2011 (Public Information Notice 11/107).
IRN,Iran,2014,,,executive_board_conclusion,Executive Board conclusion,IMF - Press Release 14/152 / mission statement PR 14/50,2014 (2014-03-28),Executive Board concluded the 2014 Article IV Consultation with Iran on 28 March 2014.
IRN,Iran,2015,,,executive_board_conclusion,Executive Board conclusion,IMF - Press Release 15/581,2015 (2015-12-07),"Executive Board concluded the 2015 Article IV Consultation with Iran on 7 December 2015 -- notable as the consultation immediately following the JCPOA nuclear deal (finalized 14 July 2015, ahead of Jan 2016 Implementation Day sanctions relief)."
IRN,Iran,2016,,,executive_board_conclusion,Executive Board conclusion,IMF - Press Release 17/65,2016 (2017-02-24 (also reported 2017-02-27)),"Executive Board concluded the 2016 Article IV Consultation with Iran in late February 2017 -- the first full post-JCPOA-implementation review, assessing the initial sanctions-relief growth rebound."
IRN,Iran,2018,,,executive_board_conclusion,Executive Board conclusion,IMF - Press Release 18/114 / IMF Country Report 18/93,2018 (2018-03-21 (also reported as 2018-03-22 / 2018-03-29 in secondary sources)),"Executive Board concluded the 2018 Article IV Consultation with Iran -- the LAST full Article IV consultation completed with Iran as of this round's research (mid-2026), a 7+ year gap follows."
IRN,Iran,,,,consultation_gap,Consultation gap,IMF - 'Islamic Republic of Iran and the IMF' country page + informal-briefing press release (below),2019-2024 (gap (no full consultation completed)),"No full Article IV Consultation with Iran was completed for calendar/consultation years 2019 through 2024 -- the longest gap in Iran's IMF consultation history captured in this dataset. Consistent with the IMF's standard procedure for members with delayed consultations (often due to sanctions-related data-access or scheduling constraints), Iran received only informal staff monitoring during this period rather than a formal Board-concluded consultation."
IRN,Iran,2025,,,informal_executive_board_briefing_not_a_full_article_iv_conclusion,Informal Executive Board briefing (not a full Article IV conclusion),"IMF - Press Release 25/65 'IMF Holds Informal Board Briefing on Afghanistan, Iran, Sudan, Syria, Tunisia, and Yemen'",2025 (2025-03-14),"IMF Executive Board received an INFORMAL staff briefing on economic developments in Iran on 14 March 2025 -- grouped together with Afghanistan, Sudan, Syria, Tunisia, and Yemen, i.e. the IMF's standard cohort of members whose Article IV consultations are significantly delayed. This is explicitly NOT a full Article IV consultation conclusion, underscoring that Iran's formal consultation cycle has been suspended/delayed since 2018."
