country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1901,1901-05-28,date,signing_date,signing date,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,Signed between William Knox D'Arcy and Mozaffar ad-Din Shah Qajar
IRN,Iran,1901,60,years,duration,duration,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,From signing date; exclusive prospecting/exploitation rights
IRN,Iran,1901,1242000,sq_km,territory_area,territory area,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,~three-quarters of Persia; D'Arcy deliberately excluded the five northernmost provinces bordering Russia to avoid provoking Russian objections
IRN,Iran,1901,20000,GBP,upfront_cash_payment,upfront cash payment,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,Paid to the Shah on signing
IRN,Iran,1901,20000,GBP,upfront_share_payment,upfront share payment,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,"Equivalent value in company shares, paid to the Shah on signing"
IRN,Iran,1901,16,percent_of_net_profits,annual_royalty_rate,annual royalty rate,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,Vaguely defined as 16% of 'annual net profits'; became the central dispute driving the 1933 renegotiation
IRN,Iran,1901,2000,tomans,annual_fixed_payment_existing_mines,annual fixed payment existing mines,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,"Fixed annual payment for three pre-existing petroleum mines already known at signing [value: no FX rate for 1901 (known gap), not converted]"
IRN,Iran,1901,2,years,company_formation_deadline,company formation deadline,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,"Per Article 16, D'Arcy had two years from the concession date to form the first operating company or the concession would lapse"
IRN,Iran,1901,"search, obtain, exploit, develop, render suitable for trade, carry away and sell natural gas, petroleum, asphalt and ozokerite",qualitative,scope_of_rights,scope of rights,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,"Direct quoted scope language from the concession text, covering 'the whole extent of the Persian Empire' (within the granted territory)"
IRN,Iran,1901,"exclusive right to construct pipelines from oil deposits to the Persian Gulf, plus wells/reservoirs/distribution infrastructure",qualitative,pipeline_rights,pipeline rights,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,Included in the concession
IRN,Iran,1901,holy places and their dependencies within 200 Persian archines,qualitative,excluded_area,excluded area,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,Formally excluded from the concession territory
IRN,Iran,1933,1933-05-28,date,successor_agreement_1933_ratification_date,successor agreement 1933 ratification date,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,"Ratified by the National Consultative Assembly (Majlis) 28 May 1933, Royal assent following day -- replaced the original 1901 D'Arcy Concession after the Anglo-Persian Oil Company's 1901 concession was formally cancelled by Reza Shah in Nov 1932 amid the royalty dispute"
IRN,Iran,1933,1993,year,successor_agreement_1933_new_expiry,successor agreement 1933 new expiry,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,Duration extended from the original 1961 expiry (1901+60yr) to 1993
IRN,Iran,1933,4,shillings_per_ton,successor_agreement_1933_royalty_per_ton,successor agreement 1933 royalty per ton,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,"Fixed royalty replacing the vague 16%-of-net-profits formula, protecting Persia against oil-price fluctuations"
IRN,Iran,1933,20,percent_of_distributed_profits_above_minimum,successor_agreement_1933_profit_share,successor agreement 1933 profit share,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,Persia also entitled to 20% of the company's worldwide distributed profits above a specified minimum sum
IRN,Iran,1933,750000,GBP,successor_agreement_1933_minimum_annual_payment,successor agreement 1933 minimum annual payment,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,Guaranteed minimum annual payment irrespective of production/profit levels
IRN,Iran,1933,480000 sq mi reduced to 100000 sq mi by 1938 (~80% of the 1901 concession area relinquished),qualitative,successor_agreement_1933_area_reduction,successor agreement 1933 area reduction,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,Area reduction phased in via relinquishment schedule through 1938
