country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,,5.1,% avg annual,plan_2_gdp_growth_rate_constant_1361_prices_avg_annual_growth_pct,Plan 2 — GDP growth rate (constant 1361 prices) — avg_annual_growth_pct,iran-plan-budget-org:five-year-plan-law-texts,1995/96-1999/2000,"From dedicated 'اهداف کمی کلان در برنامه دوم' section. GDP level figures (base/final rials) were also visible in source but read at lower confidence given contact-sheet resolution; the 5.1%/year headline rate is the high-confidence figure. [target (law text, quantitative-goals section), source: برنامه-دوم.pdf book's own pp.119 (rendered ~p.128)]"
IRN,Iran,,256000,"rials/person, constant 1361 prices",plan_2_gdp_per_capita_target_at_program_end_final_value,"Plan 2 — GDP per capita, target at program end — final_value",iran-plan-budget-org:five-year-plan-law-texts,1995/96-1999/2000,"[target (law text), source: برنامه-دوم.pdf book's own p.119]"
IRN,Iran,,8,% avg annual,plan_6_gdp_growth_rate_headline_target_article_3_avg_annual_growth_pct,"Plan 6 — GDP growth rate (headline target, Article 3) — avg_annual_growth_pct",iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"Article 3 also states a target Gini coefficient of 0.34 by the plan's final year. [target (law text, Article 3), source: ۶.pdf rendered p.2]"
IRN,Iran,,2095,thousand billion rials,plan_6_gdp_constant_1383_prices_base_value,Plan 6 — GDP (constant 1383 prices) — base_value,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"base year=1395, interim=1396, final=1400. [target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,2256,thousand billion rials,plan_6_gdp_constant_1383_prices_interim_value,Plan 6 — GDP (constant 1383 prices) — interim_value,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"base year=1395, interim=1396, final=1400. [target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,3078,thousand billion rials,plan_6_gdp_constant_1383_prices_final_value,Plan 6 — GDP (constant 1383 prices) — final_value,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"base year=1395, interim=1396, final=1400. [target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,8,thousand billion rials,plan_6_gdp_constant_1383_prices_avg_annual_growth_pct,Plan 6 — GDP (constant 1383 prices) — avg_annual_growth_pct,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"base year=1395, interim=1396, final=1400. [target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,26.1,million rials/person,plan_6_gdp_per_capita_constant_1383_prices_base_value,Plan 6 — GDP per capita (constant 1383 prices) — base_value,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"[target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,27.8,million rials/person,plan_6_gdp_per_capita_constant_1383_prices_interim_value,Plan 6 — GDP per capita (constant 1383 prices) — interim_value,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"[target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,36.1,million rials/person,plan_6_gdp_per_capita_constant_1383_prices_final_value,Plan 6 — GDP per capita (constant 1383 prices) — final_value,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"[target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,6.7,million rials/person,plan_6_gdp_per_capita_constant_1383_prices_avg_annual_growth_pct,Plan 6 — GDP per capita (constant 1383 prices) — avg_annual_growth_pct,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"[target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,100,index (1395=100),plan_6_total_factor_productivity_index_base_value,Plan 6 — Total factor productivity index — base_value,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"[target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,102,index (1395=100),plan_6_total_factor_productivity_index_interim_value,Plan 6 — Total factor productivity index — interim_value,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"[target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,115,index (1395=100),plan_6_total_factor_productivity_index_final_value,Plan 6 — Total factor productivity index — final_value,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"[target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,2.8,index (1395=100),plan_6_total_factor_productivity_index_avg_annual_growth_pct,Plan 6 — Total factor productivity index — avg_annual_growth_pct,iran-plan-budget-org:five-year-plan-law-texts,2017/18-2021/22,"[target (law text), source: ۶.pdf rendered p.2 (Table 1)]"
IRN,Iran,,8,% avg annual,plan_7_economic_growth_headline_target_avg_annual_growth_pct,Plan 7 — Economic growth (headline target) — avg_annual_growth_pct,iran-plan-budget-org:five-year-plan-law-texts,2023/24-2027/28,"[BILL target (لایحه, not yet enacted law), source: barname_haftom.pdf rendered p.10 (Article 2, Table 1)]"
IRN,Iran,,2.8,% avg annual,plan_7_total_factor_productivity_growth_avg_annual_growth_pct,Plan 7 — Total factor productivity growth — avg_annual_growth_pct,iran-plan-budget-org:five-year-plan-law-texts,2023/24-2027/28,"Stated to supply 35% of the 8% headline growth target. [BILL target, source: barname_haftom.pdf rendered p.10]"
