fiscal_year_ah,fiscal_year_western_end,document_type,hierarchy_level,revenue_rials,expenditure_rials,value_source,notes,country_iso3,source_file,extraction_method,source_page_note,revenue_usd_nominal,revenue_usd_real_2015,expenditure_usd_nominal,expenditure_usd_real_2015,currency_conversion_note
1371,1992,law (single copy on file),Grand Total,28912077914000,28912077914000,printed,"Rev=exp balanced. A+B(30,425,261,971,000) exceeds Grand Total by 1,513,184,057,000 -- unreconciled, kept as printed.",IRN,1371.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered pp.11-12,19625802407.9647,56427680632.6159,19625802407.9647,56427680632.6159,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522)"
1371,1992,law (single copy on file),Part A: general govt budget,12451149492000,12451149492000,printed,A1+A2=A exact match.,IRN,1371.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered p.11,8451962546.8944,24300899061.403,8451962546.8944,24300899061.403,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522)"
1371,1992,law (single copy on file),Part A1: general revenue,11465872247000,11465872247000,printed,,IRN,1371.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered p.11,7783146677.4522,22377934206.3407,7783146677.4522,22377934206.3407,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522)"
1371,1992,law (single copy on file),Part A2: earmarked revenue,985277245000,985277245000,printed,,IRN,1371.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered p.11,668815869.4422,1922964855.0623,668815869.4422,1922964855.0623,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522)"
1371,1992,law (single copy on file),Part B: state cos/banks,17974112479000,17974112479000,printed,,IRN,1371.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered p.12,12201004058.6039,35080061752.6216,12201004058.6039,35080061752.6216,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1992=1473.1666666666667, rebased CPI_1992=1.522)"
1372,1993,law (single copy on file),Grand Total,54392637648000,54392637648000,printed,"A+B(60,662,370,747,000) exceeds Grand Total by 6,269,733,099,000.",IRN,1372.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered pp.11-12,32145365760.9456,87587457187.049,32145365760.9456,87587457187.049,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1993=1692.0833333333333, rebased CPI_1993=1.8447); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1993=1692.0833333333333, rebased CPI_1993=1.8447)"
1372,1993,law (single copy on file),Part A: general govt budget,25425834711000,25425834711000,printed,,IRN,1372.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered p.11,15026349004.2847,40942750811.3606,15026349004.2847,40942750811.3606,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1993=1692.0833333333333, rebased CPI_1993=1.8447); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1993=1692.0833333333333, rebased CPI_1993=1.8447)"
1372,1993,law (single copy on file),Part A2: earmarked revenue,1929761883000,1929761883000,printed,A1 not independently captured this pass (page ran past sampled window).,IRN,1372.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered p.12,1140465037.9709,3107459825.7633,1140465037.9709,3107459825.7633,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1993=1692.0833333333333, rebased CPI_1993=1.8447); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1993=1692.0833333333333, rebased CPI_1993=1.8447)"
1372,1993,law (single copy on file),Part B: state cos/banks,35236536036000,35236536036000,printed,,IRN,1372.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered p.12,20824350279.8326,56740741485.0113,20824350279.8326,56740741485.0113,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1993=1692.0833333333333, rebased CPI_1993=1.8447); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1993=1692.0833333333333, rebased CPI_1993=1.8447)"
1373,1994,law (single copy on file),Grand Total,69772752987000,69772752987000,printed,,IRN,1373.pdf,"pdftoppm -r 400 render + visual read, cross-checked words vs digit-string",rendered p.13,27478603079.8819,85474679735.113,27478603079.8819,85474679735.113,"revenue_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1994=2539.1666666666665, rebased CPI_1994=2.4248); expenditure_rials: computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1994=2539.1666666666665, rebased CPI_1994=2.4248)"
