country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1986,6240,USD million,external_debt_iraq_debt_rescheduled_with_total_amount_rescheduled,"External debt — Iraq debt rescheduled with Total, amount rescheduled",cia-iran-iraq-gloomy-economic-prospects-1987,1986 (agreements),"Table 2, creditor 'Total', 'Amount Rescheduled' column. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1986,1140,USD million,external_debt_iraq_debt_rescheduled_with_total_amount_repaid_in_oil,"External debt — Iraq debt rescheduled with Total, amount repaid in oil",cia-iran-iraq-gloomy-economic-prospects-1987,1986 (agreements),"Table 2, creditor 'Total', 'Amount Repaid in Oil' column. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1987,310,USD million,external_debt_iraq_debt_due_to_total_1987,"External debt — Iraq debt due to Total, 1987",cia-iran-iraq-gloomy-economic-prospects-1987,,"Table 2, creditor 'Total', 'Amount Due' column for 1987. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1988,2090,USD million,external_debt_iraq_debt_due_to_total_1988,"External debt — Iraq debt due to Total, 1988",cia-iran-iraq-gloomy-economic-prospects-1987,,"Table 2, creditor 'Total', 'Amount Due' column for 1988. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1989,1044,USD million,external_debt_iraq_debt_due_to_total_1989,"External debt — Iraq debt due to Total, 1989",cia-iran-iraq-gloomy-economic-prospects-1987,,"Table 2, creditor 'Total', 'Amount Due' column for 1989. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1990,538,USD million,external_debt_iraq_debt_due_to_total_1990,"External debt — Iraq debt due to Total, 1990",cia-iran-iraq-gloomy-economic-prospects-1987,,"Table 2, creditor 'Total', 'Amount Due' column for 1990. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1991,208,USD million,external_debt_iraq_debt_due_to_total_1991,"External debt — Iraq debt due to Total, 1991",cia-iran-iraq-gloomy-economic-prospects-1987,,"Table 2, creditor 'Total', 'Amount Due' column for 1991. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1992,208,USD million,external_debt_iraq_debt_due_to_total_1992,"External debt — Iraq debt due to Total, 1992",cia-iran-iraq-gloomy-economic-prospects-1987,,"Table 2, creditor 'Total', 'Amount Due' column for 1992. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1986,400,USD million,external_debt_iraq_debt_rescheduled_with_france_amount_rescheduled,"External debt — Iraq debt rescheduled with France, amount rescheduled",cia-iran-iraq-gloomy-economic-prospects-1987,1986 (agreements),"Table 2, creditor 'France', 'Amount Rescheduled' column. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1986,0,USD million,external_debt_iraq_debt_rescheduled_with_france_amount_repaid_in_oil,"External debt — Iraq debt rescheduled with France, amount repaid in oil",cia-iran-iraq-gloomy-economic-prospects-1987,1986 (agreements),"Table 2, creditor 'France', 'Amount Repaid in Oil' column. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1987,0,USD million,external_debt_iraq_debt_due_to_france_1987,"External debt — Iraq debt due to France, 1987",cia-iran-iraq-gloomy-economic-prospects-1987,,"Table 2, creditor 'France', 'Amount Due' column for 1987. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
IRN,Iran,1988,120,USD million,external_debt_iraq_debt_due_to_france_1988,"External debt — Iraq debt due to France, 1988",cia-iran-iraq-gloomy-economic-prospects-1987,,"Table 2, creditor 'France', 'Amount Due' column for 1988. [cite: CIA NESA 87-10025, Table 2 ""Iraq: Major 1986 Debt Rescheduling Agreements and Repayment Schedule, 1987-92"" (million US$), May 1987, PDF p.17]"
