country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label
RUS,"Russia (Empire, historical)",,144184.6,thousands,russia_computed,Russia (computed),ussr-russia-historical:imperial-russia-statistical-yearbook,1904 comparison
USA,United States,,76303.4,thousands,united_states_1900_census,United States (1900 census),ussr-russia-historical:imperial-russia-statistical-yearbook,1904 comparison
,Austria-Hungary,,45405.3,thousands,austria_hungary_1900_census,Austria-Hungary (1900 census),ussr-russia-historical:imperial-russia-statistical-yearbook,1904 comparison
ITA,Italy,,32475.2,thousands,italy_1901_census,Italy (1901 census),ussr-russia-historical:imperial-russia-statistical-yearbook,1904 comparison
BEL,Belgium,,6693.5,thousands,belgium_1900_census,Belgium (1900 census),ussr-russia-historical:imperial-russia-statistical-yearbook,1904 comparison
DNK,Denmark,,2585.7,thousands,denmark_1901_census,Denmark (1901 census),ussr-russia-historical:imperial-russia-statistical-yearbook,1904 comparison
NOR,Norway,,2240.0,thousands,norway_1900_census,Norway (1900 census),ussr-russia-historical:imperial-russia-statistical-yearbook,1904 comparison
RUS,"Russia (Empire, historical)",,163778.8,thousands,russia_computed,Russia (computed),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
USA,United States,,98402.2,thousands,united_states_1910,United States (1910),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
,Austria-Hungary,,48484.4,thousands,austria_hungary_1907,Austria-Hungary (1907),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
ITA,Italy,,34129.8,thousands,italy_1908,Italy (1908),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
BEL,Belgium,,7451.9,thousands,belgium_1909,Belgium (1909),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
ROU,Romania,,6866.7,thousands,romania_1909,Romania (1909),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
BGR,Bulgaria,,4189.7,thousands,bulgaria_1908,Bulgaria (1908),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
CHE,Switzerland,,3742.0,thousands,switzerland_1910,Switzerland (1910),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
DNK,Denmark,,2692.0,thousands,denmark_1908,Denmark (1908),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
NOR,Norway,,2829.7,thousands,norway_1907,Norway (1907),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
JPN,Japan,,49581.9,thousands,japan_1908,Japan (1908),ussr-russia-historical:imperial-russia-statistical-yearbook,1910 comparison
