country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
SAU,Saudi Arabia,2018,3324619,SAR million,gross_domestic_product,Gross Domestic Product,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2019,3333338,SAR million,gross_domestic_product,Gross Domestic Product,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2020,2879817,SAR million,gross_domestic_product,Gross Domestic Product,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2021,3684979,SAR million,gross_domestic_product,Gross Domestic Product,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2022,4646532,SAR million,gross_domestic_product,Gross Domestic Product,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2023,4569693,SAR million,gross_domestic_product,Gross Domestic Product,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2024,4703029,SAR million,gross_domestic_product,Gross Domestic Product,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2018,30654,SAR million,net_factor_income_from_the_rest_of_the_world,Net Factor Income From the rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2019,30580,SAR million,net_factor_income_from_the_rest_of_the_world,Net Factor Income From the rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2020,42058,SAR million,net_factor_income_from_the_rest_of_the_world,Net Factor Income From the rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2021,48358,SAR million,net_factor_income_from_the_rest_of_the_world,Net Factor Income From the rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2022,36032,SAR million,net_factor_income_from_the_rest_of_the_world,Net Factor Income From the rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2023,28917,SAR million,net_factor_income_from_the_rest_of_the_world,Net Factor Income From the rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2024,32661,SAR million,net_factor_income_from_the_rest_of_the_world,Net Factor Income From the rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2018,72993,SAR million,factor_income_from_the_rest_of_the_world,Factor Income from the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2019,77328,SAR million,factor_income_from_the_rest_of_the_world,Factor Income from the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2020,81470,SAR million,factor_income_from_the_rest_of_the_world,Factor Income from the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2021,99347,SAR million,factor_income_from_the_rest_of_the_world,Factor Income from the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2022,97348,SAR million,factor_income_from_the_rest_of_the_world,Factor Income from the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2023,128338,SAR million,factor_income_from_the_rest_of_the_world,Factor Income from the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2024,148376,SAR million,factor_income_from_the_rest_of_the_world,Factor Income from the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2018,42339,SAR million,factor_income_to_the_rest_of_the_world,Factor Income to the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2019,46749,SAR million,factor_income_to_the_rest_of_the_world,Factor Income to the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2020,39412,SAR million,factor_income_to_the_rest_of_the_world,Factor Income to the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2021,50989,SAR million,factor_income_to_the_rest_of_the_world,Factor Income to the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
SAU,Saudi Arabia,2022,61316,SAR million,factor_income_to_the_rest_of_the_world,Factor Income to the Rest of the World,gastat-saudi:national-accounts:Table 8,National Accounts Aggregates
