country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
ARG,Argentina,2014,16265,"metric tons, gross weight",barite,Barite,usgs-minerals-yearbook:MYB3-2017-18,
ARG,Argentina,2015,12917,"metric tons, gross weight",barite,Barite,usgs-minerals-yearbook:MYB3-2019,
ARG,Argentina,2016,12389,"metric tons, gross weight",barite,Barite,usgs-minerals-yearbook:MYB3-2019,
ARG,Argentina,2017,5977,"metric tons, gross weight",barite,Barite,usgs-minerals-yearbook:MYB3-2020-21,
ARG,Argentina,2018,7225,"metric tons, gross weight",barite,Barite,usgs-minerals-yearbook:MYB3-2020-21,
ARG,Argentina,2019,3898,"metric tons, gross weight",barite,Barite,usgs-minerals-yearbook:MYB3-2020-21,
ARG,Argentina,2020,4000,"metric tons, gross weight",barite,Barite,usgs-minerals-yearbook:MYB3-2020-21,flag=e
ARG,Argentina,2021,4000,"metric tons, gross weight",barite,Barite,usgs-minerals-yearbook:MYB3-2020-21,flag=e
ARG,Argentina,2014,395058,"metric tons, gross weight",boron,Boron,usgs-minerals-yearbook:MYB3-2017-18,
ARG,Argentina,2015,246683,"metric tons, gross weight",boron,Boron,usgs-minerals-yearbook:MYB3-2019,
ARG,Argentina,2016,148390,"metric tons, gross weight",boron,Boron,usgs-minerals-yearbook:MYB3-2019,
ARG,Argentina,2017,129918,"metric tons, gross weight",boron,Boron,usgs-minerals-yearbook:MYB3-2020-21,
ARG,Argentina,2018,71212,"metric tons, gross weight",boron,Boron,usgs-minerals-yearbook:MYB3-2020-21,
ARG,Argentina,2019,181878,"metric tons, gross weight",boron,Boron,usgs-minerals-yearbook:MYB3-2020-21,flag=r
ARG,Argentina,2020,134604,"metric tons, gross weight",boron,Boron,usgs-minerals-yearbook:MYB3-2020-21,
ARG,Argentina,2021,130000,"metric tons, gross weight",boron,Boron,usgs-minerals-yearbook:MYB3-2020-21,flag=e
ARG,Argentina,2014,700,"metric tons, gross weight",celestite,Celestite,usgs-minerals-yearbook:MYB3-2017-18,
ARG,Argentina,2015,700,"metric tons, gross weight",celestite,Celestite,usgs-minerals-yearbook:MYB3-2017-18,flag=e
ARG,Argentina,2016,700,"metric tons, gross weight",celestite,Celestite,usgs-minerals-yearbook:MYB3-2017-18,flag=e
ARG,Argentina,2017,700,"metric tons, gross weight",celestite,Celestite,usgs-minerals-yearbook:MYB3-2017-18,flag=e
