REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
KOR,WEF_GCIHH_BRIBEIDX,2017,4.67,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
KOR,WEF_GCIHH_BRIBEIDX,2017,45,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
KOR,WEF_GCIHH_BRIBEIDX,2016,4.45,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2016,52,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2015,4.48,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2015,46,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2014,4.39,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2014,52,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2013,4.35,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2013,57,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2012,4.44,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2012,50,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2011,4.52,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2011,49,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2010,4.62,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_BRIBEIDX,2010,51,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2017,33.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,True,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2017,50,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2016,33.2,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2016,54,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2015,32.4,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2015,48,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2014,27.9,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2014,30,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2013,29.8,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2013,36,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
KOR,WEF_GCIHH_CORPTAXRATE,2012,29.7,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
