REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
IRN,WEF_GCIHH_BRIBEIDX,2017,3.57,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_BRIBEIDX,2017,83,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_BRIBEIDX,2016,3.52,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2016,92,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2015,3.57,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2015,93,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2014,3.44,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2014,97,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2013,3.84,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2013,73,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2012,4.1,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2012,62,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2011,3.99,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2011,65,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2010,4.01,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BRIBEIDX,2010,69,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2017,44.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2017,96,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2016,44.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2016,94,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2015,44.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2015,96,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2014,44.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2014,97,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2013,44.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2013,98,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2012,44.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2012,93,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2011,44.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2011,86,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2010,44.2,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CORPTAXRATE,2010,80,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2017,4.34,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_EOSQ035,2017,91,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_EOSQ035,2016,4.32,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2016,90,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2015,4.21,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2015,103,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2014,3.81,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2014,121,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2013,4.41,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2013,105,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2012,4.9,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2012,88,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2011,4.78,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2011,90,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2010,4.62,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ035,2010,102,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2017,4.44,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_EOSQ034,2017,74,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_EOSQ034,2016,4.38,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2016,79,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2015,4.09,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2015,94,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2014,3.59,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2014,112,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2013,4.23,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2013,94,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2012,4.74,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2012,78,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2011,4.42,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2011,90,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2010,4.19,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ034,2010,101,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2017,71.88,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_ENROL3GR,2017,25,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_ENROL3GR,2016,65.96,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2016,33,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2015,55.16,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2015,49,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2014,55.16,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2014,50,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2013,48.58,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2013,52,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2012,42.77,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2012,59,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2011,36.49,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2011,65,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2010,36.14,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_ENROL3GR,2010,62,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CCRATING,2017,29.17,0_TO_100,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_CCRATING,2017,100,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_CCRATING,2016,105,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_CCRATING,2013,118,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2017,3.49,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_EOSQ040,2017,76,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_EOSQ040,2016,3.48,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2016,76,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2015,3.46,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2015,81,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2014,3.36,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2014,94,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2013,3.42,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2013,91,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2012,3.62,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2012,77,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2011,3.56,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2011,72,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2010,3.43,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_EOSQ040,2010,79,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BBSUBPC,2017,11.58,SB_10P2_PS,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_BBSUBPC,2017,66,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
IRN,WEF_GCIHH_BBSUBPC,2016,10.86,SB_10P2_PS,_T,_T,_T,_Z,_Z,_Z,False,A,A
IRN,WEF_GCIHH_BBSUBPC,2016,68,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
