REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
NLD,WEF_GCIHH_BRIBEIDX,2017,6.21,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
NLD,WEF_GCIHH_BRIBEIDX,2017,13,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
NLD,WEF_GCIHH_BRIBEIDX,2016,6.22,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2016,13,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2015,6.06,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2015,14,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2014,5.99,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2014,14,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2013,6.09,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2013,14,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2012,6.17,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2012,12,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2011,6.16,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2011,13,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2010,6.12,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_BRIBEIDX,2010,13,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2017,40.4,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,True,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2017,84,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2016,41,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2016,84,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2015,39,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2015,75,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2014,39.3,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2014,75,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2013,40.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
NLD,WEF_GCIHH_CORPTAXRATE,2013,79,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
