REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
TUR,WEF_GCIHH_BRIBEIDX,2017,4.32,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
TUR,WEF_GCIHH_BRIBEIDX,2017,53,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
TUR,WEF_GCIHH_BRIBEIDX,2016,4.32,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2016,55,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2015,4.25,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2015,52,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2014,4.29,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2014,54,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2013,4.48,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2013,53,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2012,4.29,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2012,59,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2011,3.96,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2011,68,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2010,3.89,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_BRIBEIDX,2010,76,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2017,41.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,True,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2017,87,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2016,40.9,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2016,83,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2015,40.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2015,82,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2014,40.2,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2014,78,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2013,41.2,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2013,86,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2012,41.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2012,81,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2011,44.5,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2011,88,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2010,44.5,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2010,81,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2009,45.5,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2009,77,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2008,45.1,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2008,70,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2007,46.3,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_CORPTAXRATE,2007,66,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2017,4.83,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
TUR,WEF_GCIHH_EOSQ035,2017,72,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
TUR,WEF_GCIHH_EOSQ035,2016,4.83,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2016,77,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2015,4.86,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2015,69,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2014,4.43,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2014,90,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2013,4.62,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2013,94,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2012,4.6,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2012,102,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2011,4.53,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2011,101,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2010,4.41,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2010,104,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2009,4.24,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2009,108,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2008,4.72,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2008,89,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2007,4.87,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ035,2007,76,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2017,4.45,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
TUR,WEF_GCIHH_EOSQ034,2017,72,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
TUR,WEF_GCIHH_EOSQ034,2016,4.45,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2016,76,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2015,4.8,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2015,61,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2014,4.5,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2014,67,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2013,4.64,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2013,72,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2012,4.77,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2012,76,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2011,4.57,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2011,80,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2010,4.49,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2010,86,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2009,4.48,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2009,83,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
TUR,WEF_GCIHH_EOSQ034,2008,4.83,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
