REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
PRT,WEF_GCIHH_BRIBEIDX,2017,5.1,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
PRT,WEF_GCIHH_BRIBEIDX,2017,35,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
PRT,WEF_GCIHH_BRIBEIDX,2016,5.08,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2016,36,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2015,5.16,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2015,31,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2014,5.18,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2014,32,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2013,5.16,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2013,33,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2012,5.13,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2012,34,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2011,5.11,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2011,36,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2010,5.26,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_BRIBEIDX,2010,35,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2017,39.8,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,True,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2017,79,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2016,41,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2016,84,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2015,42.4,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2015,89,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2014,42.3,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2014,89,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2013,42.6,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2013,92,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2012,43.3,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2012,85,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2011,43.3,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2011,85,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2010,42.9,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2010,76,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2009,43.6,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2009,70,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2008,44.8,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2008,69,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2007,47,PT_PRFT,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_CORPTAXRATE,2007,67,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2017,5.99,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
PRT,WEF_GCIHH_EOSQ035,2017,15,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
PRT,WEF_GCIHH_EOSQ035,2016,6.2,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2016,12,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2015,6.27,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2015,13,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2014,6.27,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2014,13,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2013,6.21,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2013,16,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2012,6.21,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2012,26,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2011,6.21,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2011,27,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
PRT,WEF_GCIHH_EOSQ035,2010,6.2,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
