country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1965,,,copper_exploration,Copper exploration,usgs-minerals-yearbook:MYB1965v4,,"Geological Survey of Iran continued exploration in three mineralized regions: Azerbaijan, Sistan, and Kerman (the Kerman region contains the Sar Cheshmeh deposit, not yet named/developed at this point). No substantial new findings reported in 1965; exploration scheduled to continue 1966."
IRN,Iran,1970,,,sar_cheshmeh_copper_deposit_formal_approval,Sar Cheshmeh copper deposit (formal approval),usgs-minerals-yearbook:MYB1970v3,,"On January 4, 1971, Iranian Government formally approved a $330 million open-pit development of the Sar Cheshmeh deposit -- joint venture 30% Iranian Selection Trust Ltd (IST) / 70% Kerman Mining Co. (Rezai family holding). IST itself owned 60% by Selection Trust Ltd and 40% by Consolidated African Selection Trust Ltd. Program at yearend 1970: blister copper production targeted to begin 1974, maintained at ≥105,000 tons/year for first 10-14 years; open pit at 30,000 tons ore/day; reserves to 500 feet depth estimated at 350 million tons of 1.2% sulfide copper (low stripping ratio) plus 20 million tons higher-grade oxide copper; additional 450 million tons of reserves between 500-800 feet depth. Financing expected from West German, Belgian, French, South African banks plus the US Export-Import Bank."
IRN,Iran,1975,,,sar_cheshmeh_copper_construction_underway,Sar Cheshmeh copper (construction underway),usgs-minerals-yearbook:MYB1975v3,,"Development work continued on the Sar Cheshmeh porphyry copper deposit. 40 million tons of overburden removal scheduled by 1976 but only 10 million tons actually removed by yearend 1975 -- mine operations delayed from March 1977 target to 1978. Copper flotation/smelting units ~15% complete by yearend 1975. Full-capacity yield projected at 145,000 tons of copper metal annually. A molybdenum extraction plant (12 tons/day capacity) under contract to Parsons-Jurdan Co. (US) was being built within the Sar Cheshmeh complex to process the deposit's molybdenum content, startup tied to Sar Cheshmeh ore extraction (then anticipated early 1978)."
IRN,Iran,1980,,,sar_cheshmeh_copper_stalled_by_revolution,Sar Cheshmeh copper (stalled by revolution),usgs-minerals-yearbook:MYB1980v3,,"Iran's major copper project, begun 1973 and by 1980 estimated to cost $1.4 billion (up from the $330 million originally approved in 1970/71), targeting a deposit estimated at 450 million tons of ore grading 1.13% copper. Most complex infrastructure completed by yearend 1978 and ore production had begun, but work was SUSPENDED following withdrawal of foreign personnel because of the Iranian Revolution. Government reported planned output of 145,000 tons/year, now destined solely for the domestic market (vs. the 1970-era plan for Western European export markets), with local industry now relied upon for smelter/refinery equipment and services."
IRN,Iran,,60777,tons,copper_concentrate_sarcheshmeh_month_value_current,Copper concentrate — Sarcheshmeh — month_value_current,imidro-iran:annual-report-2021-22-extraction,"2021/22 (monthly bulletin, exact month not captured)",One of several concentrate-producing sites listed alongside Miduk/Sungun/Chehel Kooreh/Mazrae/500 Tons in the source table; Sarcheshmeh is the largest single contributor
IRN,Iran,,62639,tons,copper_concentrate_sarcheshmeh_month_value_prior,Copper concentrate — Sarcheshmeh — month_value_prior,imidro-iran:annual-report-2021-22-extraction,"2021/22 (monthly bulletin, exact month not captured)",One of several concentrate-producing sites listed alongside Miduk/Sungun/Chehel Kooreh/Mazrae/500 Tons in the source table; Sarcheshmeh is the largest single contributor
IRN,Iran,,727236,tons,copper_concentrate_sarcheshmeh_ytd_value_current,Copper concentrate — Sarcheshmeh — ytd_value_current,imidro-iran:annual-report-2021-22-extraction,"2021/22 (monthly bulletin, exact month not captured)",One of several concentrate-producing sites listed alongside Miduk/Sungun/Chehel Kooreh/Mazrae/500 Tons in the source table; Sarcheshmeh is the largest single contributor
IRN,Iran,,712289,tons,copper_concentrate_sarcheshmeh_ytd_value_prior,Copper concentrate — Sarcheshmeh — ytd_value_prior,imidro-iran:annual-report-2021-22-extraction,"2021/22 (monthly bulletin, exact month not captured)",One of several concentrate-producing sites listed alongside Miduk/Sungun/Chehel Kooreh/Mazrae/500 Tons in the source table; Sarcheshmeh is the largest single contributor
IRN,Iran,,-3,percent,copper_concentrate_sarcheshmeh_month_pct_change,Copper concentrate — Sarcheshmeh — month_pct_change,imidro-iran:annual-report-2021-22-extraction,"2021/22 (monthly bulletin, exact month not captured)",
IRN,Iran,,2,percent,copper_concentrate_sarcheshmeh_ytd_pct_change,Copper concentrate — Sarcheshmeh — ytd_pct_change,imidro-iran:annual-report-2021-22-extraction,"2021/22 (monthly bulletin, exact month not captured)",
