country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1965,8256.2,rials_per_month_per_household,urban_total_expenditure,"Urban, Total expenditure",wb1974-cep-table9.1-expenditure-levels,"Per source footnote 1: 1965-1967 urban figures are Bank Markazi Iran data, not SCI (methodological break vs. later years)"
IRN,Iran,1965,3767.5,rials_per_month_per_household,rural_total_expenditure,"Rural, Total expenditure",wb1974-cep-table9.1-expenditure-levels,
IRN,Iran,1966,8401.6,rials_per_month_per_household,urban_total_expenditure,"Urban, Total expenditure",wb1974-cep-table9.1-expenditure-levels,"Per source footnote 1: 1965-1967 urban figures are Bank Markazi Iran data, not SCI (methodological break vs. later years)"
IRN,Iran,1966,3978.2,rials_per_month_per_household,rural_total_expenditure,"Rural, Total expenditure",wb1974-cep-table9.1-expenditure-levels,
IRN,Iran,1967,8273.8,rials_per_month_per_household,urban_total_expenditure,"Urban, Total expenditure",wb1974-cep-table9.1-expenditure-levels,"Per source footnote 1: 1965-1967 urban figures are Bank Markazi Iran data, not SCI (methodological break vs. later years)"
IRN,Iran,1967,4386.7,rials_per_month_per_household,rural_total_expenditure,"Rural, Total expenditure",wb1974-cep-table9.1-expenditure-levels,
IRN,Iran,1968,8385.5,rials_per_month_per_household,urban_total_expenditure,"Urban, Total expenditure",wb1974-cep-table9.1-expenditure-levels,
IRN,Iran,1968,4055.4,rials_per_month_per_household,rural_total_expenditure,"Rural, Total expenditure",wb1974-cep-table9.1-expenditure-levels,
IRN,Iran,1969,7570.4,rials_per_month_per_household,urban_total_expenditure,"Urban, Total expenditure",wb1974-cep-table9.1-expenditure-levels,
IRN,Iran,1969,3957.5,rials_per_month_per_household,rural_total_expenditure,"Rural, Total expenditure",wb1974-cep-table9.1-expenditure-levels,
IRN,Iran,1970,9654.4,rials_per_month_per_household,urban_total_expenditure,"Urban, Total expenditure",wb1974-cep-table9.1-expenditure-levels,
IRN,Iran,1970,4179.2,rials_per_month_per_household,rural_total_expenditure,"Rural, Total expenditure",wb1974-cep-table9.1-expenditure-levels,
