country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label
IRN,Iran,2018,100.00,(درصد),mine_production_value_share_pct_کل_کشور,mine_production_value_share_pct — کل کشور,sci-provincial-standing-indicators:jaygah_1398-1402,1397
IRN,Iran,2019,100.00,(درصد),mine_production_value_share_pct_کل_کشور,mine_production_value_share_pct — کل کشور,sci-provincial-standing-indicators:jaygah_1398-1402,1398
IRN,Iran,2020,100.00,(درصد),mine_production_value_share_pct_کل_کشور,mine_production_value_share_pct — کل کشور,sci-provincial-standing-indicators:jaygah_1398-1402,1399
IRN,Iran,2021,100.00,(درصد),mine_production_value_share_pct_کل_کشور,mine_production_value_share_pct — کل کشور,sci-provincial-standing-indicators:jaygah_1398-1402,1400
IRN,Iran,2022,100,(درصد),mine_production_value_share_pct_کل_کشور,mine_production_value_share_pct — کل کشور,sci-provincial-standing-indicators:jaygah_1398-1402,1401
IRN,Iran,2018,11.363624709808363,(درصد),mine_production_value_share_pct_آذربايجان_شرقی,mine_production_value_share_pct — آذربايجان شرقی,sci-provincial-standing-indicators:jaygah_1398-1402,1397
IRN,Iran,2019,6.810564737851344,(درصد),mine_production_value_share_pct_آذربايجان_شرقی,mine_production_value_share_pct — آذربايجان شرقی,sci-provincial-standing-indicators:jaygah_1398-1402,1398
IRN,Iran,2020,9.079951753141835,(درصد),mine_production_value_share_pct_آذربايجان_شرقی,mine_production_value_share_pct — آذربايجان شرقی,sci-provincial-standing-indicators:jaygah_1398-1402,1399
IRN,Iran,2021,6.117321205851964,(درصد),mine_production_value_share_pct_آذربايجان_شرقی,mine_production_value_share_pct — آذربايجان شرقی,sci-provincial-standing-indicators:jaygah_1398-1402,1400
IRN,Iran,2022,6.2230355361632235,(درصد),mine_production_value_share_pct_آذربايجان_شرقی,mine_production_value_share_pct — آذربايجان شرقی,sci-provincial-standing-indicators:jaygah_1398-1402,1401
IRN,Iran,2018,0.8211422469639932,(درصد),mine_production_value_share_pct_آذربايجان_غربي,mine_production_value_share_pct — آذربايجان غربي,sci-provincial-standing-indicators:jaygah_1398-1402,1397
IRN,Iran,2019,0.9706403011614539,(درصد),mine_production_value_share_pct_آذربايجان_غربي,mine_production_value_share_pct — آذربايجان غربي,sci-provincial-standing-indicators:jaygah_1398-1402,1398
IRN,Iran,2020,0.6606337625699777,(درصد),mine_production_value_share_pct_آذربايجان_غربي,mine_production_value_share_pct — آذربايجان غربي,sci-provincial-standing-indicators:jaygah_1398-1402,1399
IRN,Iran,2021,0.5992627030897666,(درصد),mine_production_value_share_pct_آذربايجان_غربي,mine_production_value_share_pct — آذربايجان غربي,sci-provincial-standing-indicators:jaygah_1398-1402,1400
IRN,Iran,2022,0.5768229788994599,(درصد),mine_production_value_share_pct_آذربايجان_غربي,mine_production_value_share_pct — آذربايجان غربي,sci-provincial-standing-indicators:jaygah_1398-1402,1401
IRN,Iran,2018,0.09899573757628942,(درصد),mine_production_value_share_pct_اردبيل,mine_production_value_share_pct — اردبيل,sci-provincial-standing-indicators:jaygah_1398-1402,1397
IRN,Iran,2019,0.11074559074155237,(درصد),mine_production_value_share_pct_اردبيل,mine_production_value_share_pct — اردبيل,sci-provincial-standing-indicators:jaygah_1398-1402,1398
IRN,Iran,2020,0.08738137275242101,(درصد),mine_production_value_share_pct_اردبيل,mine_production_value_share_pct — اردبيل,sci-provincial-standing-indicators:jaygah_1398-1402,1399
IRN,Iran,2021,0.06892065746942574,(درصد),mine_production_value_share_pct_اردبيل,mine_production_value_share_pct — اردبيل,sci-provincial-standing-indicators:jaygah_1398-1402,1400
IRN,Iran,2022,0.0818582080849369,(درصد),mine_production_value_share_pct_اردبيل,mine_production_value_share_pct — اردبيل,sci-provincial-standing-indicators:jaygah_1398-1402,1401
IRN,Iran,2018,2.3084505299634106,(درصد),mine_production_value_share_pct_اصفهان,mine_production_value_share_pct — اصفهان,sci-provincial-standing-indicators:jaygah_1398-1402,1397
IRN,Iran,2019,1.615098170478812,(درصد),mine_production_value_share_pct_اصفهان,mine_production_value_share_pct — اصفهان,sci-provincial-standing-indicators:jaygah_1398-1402,1398
IRN,Iran,2020,1.3825363341834436,(درصد),mine_production_value_share_pct_اصفهان,mine_production_value_share_pct — اصفهان,sci-provincial-standing-indicators:jaygah_1398-1402,1399
IRN,Iran,2021,1.129183621939947,(درصد),mine_production_value_share_pct_اصفهان,mine_production_value_share_pct — اصفهان,sci-provincial-standing-indicators:jaygah_1398-1402,1400
IRN,Iran,2022,1.1515276671459942,(درصد),mine_production_value_share_pct_اصفهان,mine_production_value_share_pct — اصفهان,sci-provincial-standing-indicators:jaygah_1398-1402,1401
IRN,Iran,2018,0.16432061083713093,(درصد),mine_production_value_share_pct_البرز,mine_production_value_share_pct — البرز,sci-provincial-standing-indicators:jaygah_1398-1402,1397
IRN,Iran,2019,0.16216119838111442,(درصد),mine_production_value_share_pct_البرز,mine_production_value_share_pct — البرز,sci-provincial-standing-indicators:jaygah_1398-1402,1398
IRN,Iran,2020,0.265405627956752,(درصد),mine_production_value_share_pct_البرز,mine_production_value_share_pct — البرز,sci-provincial-standing-indicators:jaygah_1398-1402,1399
IRN,Iran,2021,0.1856534566497622,(درصد),mine_production_value_share_pct_البرز,mine_production_value_share_pct — البرز,sci-provincial-standing-indicators:jaygah_1398-1402,1400
IRN,Iran,2022,0.25588248359698834,(درصد),mine_production_value_share_pct_البرز,mine_production_value_share_pct — البرز,sci-provincial-standing-indicators:jaygah_1398-1402,1401
IRN,Iran,2018,0.06885772862691131,(درصد),mine_production_value_share_pct_ايلام,mine_production_value_share_pct — ايلام,sci-provincial-standing-indicators:jaygah_1398-1402,1397
IRN,Iran,2019,0.06030167305588563,(درصد),mine_production_value_share_pct_ايلام,mine_production_value_share_pct — ايلام,sci-provincial-standing-indicators:jaygah_1398-1402,1398
IRN,Iran,2020,0.06213585365046493,(درصد),mine_production_value_share_pct_ايلام,mine_production_value_share_pct — ايلام,sci-provincial-standing-indicators:jaygah_1398-1402,1399
IRN,Iran,2021,0.056558466950787735,(درصد),mine_production_value_share_pct_ايلام,mine_production_value_share_pct — ايلام,sci-provincial-standing-indicators:jaygah_1398-1402,1400
IRN,Iran,2022,0.07010539310552698,(درصد),mine_production_value_share_pct_ايلام,mine_production_value_share_pct — ايلام,sci-provincial-standing-indicators:jaygah_1398-1402,1401
IRN,Iran,2018,0.27278393441094073,(درصد),mine_production_value_share_pct_بوشهر,mine_production_value_share_pct — بوشهر,sci-provincial-standing-indicators:jaygah_1398-1402,1397
IRN,Iran,2019,0.3077115576738161,(درصد),mine_production_value_share_pct_بوشهر,mine_production_value_share_pct — بوشهر,sci-provincial-standing-indicators:jaygah_1398-1402,1398
IRN,Iran,2020,0.14897655369452803,(درصد),mine_production_value_share_pct_بوشهر,mine_production_value_share_pct — بوشهر,sci-provincial-standing-indicators:jaygah_1398-1402,1399
