country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,computed,notes
IRN,Iran,1960,150000,ton,mutton_and_goat_quantity,Mutton and goat — Quantity,wb1962-agriculturetable2-livestock-production-value,,
IRN,Iran,1960,7835,Rls million,mutton_and_goat_gross_value,Mutton and goat — Gross Value,wb1962-agriculturetable2-livestock-production-value,false,
IRN,Iran,1960,103.4323,current US$ (computed),mutton_and_goat_gross_value.USD_NOMINAL,"Mutton and goat — Gross Value (computed, nominal US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,474.0073,constant 2015 US$ (computed),mutton_and_goat_gross_value.USD_REAL_2015,"Mutton and goat — Gross Value (computed, real 2015 US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,63000,ton,beef_and_veal_quantity,Beef and veal — Quantity,wb1962-agriculturetable2-livestock-production-value,,
IRN,Iran,1960,2018,Rls million,beef_and_veal_gross_value,Beef and veal — Gross Value,wb1962-agriculturetable2-livestock-production-value,false,
IRN,Iran,1960,26.6403,current US$ (computed),beef_and_veal_gross_value.USD_NOMINAL,"Beef and veal — Gross Value (computed, nominal US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,122.0864,constant 2015 US$ (computed),beef_and_veal_gross_value.USD_REAL_2015,"Beef and veal — Gross Value (computed, real 2015 US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,500,ton,pork_quantity,Pork — Quantity,wb1962-agriculturetable2-livestock-production-value,,
IRN,Iran,1960,35,Rls million,pork_gross_value,Pork — Gross Value,wb1962-agriculturetable2-livestock-production-value,false,
IRN,Iran,1960,0.462,current US$ (computed),pork_gross_value.USD_NOMINAL,"Pork — Gross Value (computed, nominal US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,2.1175,constant 2015 US$ (computed),pork_gross_value.USD_REAL_2015,"Pork — Gross Value (computed, real 2015 US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,16000,ton,poultry_quantity,Poultry — Quantity,wb1962-agriculturetable2-livestock-production-value,,
IRN,Iran,1960,1120,Rls million,poultry_gross_value,Poultry — Gross Value,wb1962-agriculturetable2-livestock-production-value,false,
IRN,Iran,1960,14.7855,current US$ (computed),poultry_gross_value.USD_NOMINAL,"Poultry — Gross Value (computed, nominal US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,67.7585,constant 2015 US$ (computed),poultry_gross_value.USD_REAL_2015,"Poultry — Gross Value (computed, real 2015 US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,44000,ton,eggs_quantity,Eggs — Quantity,wb1962-agriculturetable2-livestock-production-value,,
IRN,Iran,1960,2024,Rls million,eggs_gross_value,Eggs — Gross Value,wb1962-agriculturetable2-livestock-production-value,false,
IRN,Iran,1960,26.7195,current US$ (computed),eggs_gross_value.USD_NOMINAL,"Eggs — Gross Value (computed, nominal US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,122.4494,constant 2015 US$ (computed),eggs_gross_value.USD_REAL_2015,"Eggs — Gross Value (computed, real 2015 US$)",wb1962-agriculturetable2-livestock-production-value,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
IRN,Iran,1960,1540000,ton,milk_quantity,Milk — Quantity,wb1962-agriculturetable2-livestock-production-value,,
