date_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,citation,value_usd_nominal,value_usd_real_2015,currency_conversion_note
2013/14,2014,Macro / National Accounts,Table 1 Selected Macroeconomic Indicators -- Nominal GDP at market prices,9421216,billion Iranian rials,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",296.8425,314.795,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_2014=31738.102112676057, rebased CPI_2014=88.901)"
2014/15 (est.),2015,Macro / National Accounts,Table 1 Selected Macroeconomic Indicators -- Nominal GDP at market prices,11033666,billion Iranian rials,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",327.7535,327.7535,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_2015=33664.52208835341, rebased CPI_2015=100.0)"
2015/16 (proj.),2016,Macro / National Accounts,Table 1 Selected Macroeconomic Indicators -- Nominal GDP at market prices,11992122,billion Iranian rials,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",338.8964,332.1581,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_2016=35385.80753138076, rebased CPI_2016=107.2454)"
2016/17 (proj.),2017,Macro / National Accounts,Table 1 Selected Macroeconomic Indicators -- Nominal GDP at market prices,14042908,billion Iranian rials,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",361.7676,359.9993,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_2017=38817.47899159664, rebased CPI_2017=115.8732)"
2017/18 (proj.),2018,Macro / National Accounts,Table 1 Selected Macroeconomic Indicators -- Nominal GDP at market prices,15934661,billion Iranian rials,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",183.7533,346.1411,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_2018=86717.6897810219, rebased CPI_2018=136.7468)"
2018/19 (proj.),2019,Macro / National Accounts,Table 1 Selected Macroeconomic Indicators -- Nominal GDP at market prices,17694609,billion Iranian rials,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",141.6745,274.733,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_2019=124896.25441696114, rebased CPI_2019=191.3188)"
2019/20 (proj.),2020,Macro / National Accounts,Table 1 Selected Macroeconomic Indicators -- Nominal GDP at market prices,19371763,billion Iranian rials,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",93.2213,230.3114,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_2020=207804.06993006993, rebased CPI_2020=249.8511)"
2020/21 (proj.),2021,Macro / National Accounts,Table 1 Selected Macroeconomic Indicators -- Nominal GDP at market prices,21150347,billion Iranian rials,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",81.701,175.367,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_2021=258875.05985915492, rebased CPI_2021=358.2591)"
2013/14,2014,Macro / National Accounts,"Table 1 Selected Macroeconomic Indicators -- Real GDP at factor cost, annual change",-1.9,percent,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",,,
2014/15 (est.),2015,Macro / National Accounts,"Table 1 Selected Macroeconomic Indicators -- Real GDP at factor cost, annual change",3.0,percent,"IMF Country Report 15/349, Table 1 (printed p.33). Iranian fiscal year ends March 20. 2013/14-2014/15 are estimates/actuals; 2015/16 onward are Fund staff projections as of the report date.",IRN,imf-article-iv-iran-2015,"IMF Country Report No. 15/349, ""Islamic Republic of Iran: 2015 Article IV Consultation"", December 2015, printed p.33",,,
