country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label
IRN,Iran,2024,0.9,pct_growth_yoy,salehi_heis__real_pce_growth_pct_rural,real pce growth pct rural,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round),
IRN,Iran,2024,3.4,pct_growth_yoy,salehi_heis__real_pce_growth_pct_other_urban,real pce growth pct other urban,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round),
IRN,Iran,2024,-2.4,pct_growth_yoy,salehi_heis__real_pce_growth_pct_tehran_urban,real pce growth pct tehran urban,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round),
IRN,Iran,2024,16.6,pct_of_population,salehi_heis__poverty_rate_pct,poverty rate pct,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round),
IRN,Iran,2023,17.5,pct_of_population,salehi_heis__poverty_rate_pct,poverty rate pct,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round),
IRN,Iran,2024,9000000,rials_per_person_per_month,salehi_heis__cash_transfer_per_person_monthly_rials,cash transfer per person monthly rials,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round),
IRN,Iran,2023,53.9,pct_growth_yoy,salehi_heis__nominal_income_growth_pct_urban,nominal income growth pct urban,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round),
IRN,Iran,2023,51.4,pct_growth_yoy,salehi_heis__nominal_income_growth_pct_rural,nominal income growth pct rural,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round),
IRN,Iran,2023,55.9,pct_growth_yoy,salehi_heis__nominal_expenditure_growth_pct_urban,nominal expenditure growth pct urban,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round),
IRN,Iran,2023,45.4,pct_growth_yoy,salehi_heis__nominal_expenditure_growth_pct_rural,nominal expenditure growth pct rural,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round),
IRN,Iran,2022,0.397,index_0_1,salehi_heis__gini_coefficient,gini coefficient,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round),
IRN,Iran,2023,0.409,index_0_1,salehi_heis__gini_coefficient,gini coefficient,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round),
